"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"AT4G24190","AtHsp90-7|AtHsp90.7|HSP90|HSP90.7|SHD","0.0244647808","0.835258987","0.9688458554"
"AT2G29960","ATCYP5|CYP19-4|CYP5","-0.0178279903","0.8354904929","0.9689118772"
"AT1G50520","CYP705A27","-0.1162485464","0.837257485","0.9696982206"
"AT2G03670","CDC48B","0.0250618642","0.8385191666","0.9703273337"
"AT1G15550","ATGA3OX1|GA3OX1|GA4","-0.0389663583","0.8385949146","0.9703384233"
"AT2G21170","PDTPI|TIM","-0.0155635433","0.8390555089","0.9705583918"
"AT3G47390","PHS1|PyrR","-0.0280771119","0.8391036971","0.9705583918"
"AT1G33520","MOS2","0.029987577","0.8415530174","0.9715735607"
"AT2G17520","ATIRE1-2|AtIRE1A|IRE1-2|IRE1A","-0.0495640701","0.8417482522","0.9715735607"
"AT1G09570","FHY2|FRE1|HY8|PHYA","-0.0195398272","0.841795641","0.9715781846"
"AT5G53530","VPS26A","-0.0236191303","0.8424986969","0.9718833859"
"AT4G31540","ATEXO70G1|EXO70G1","-0.1136474606","0.8427959173","0.972028691"
"AT4G36810","AtGGPPS11|AtGGPS11|AtLSU|GGPPS11|GGPS1|LSU","-0.0650329581","0.8431468804","0.9720769902"
"AT3G01100","ATHYP1|HYP1|OSCA2.3","-0.0178892564","0.843186531","0.9720769902"
"AT5G15850","ATCOL1|BBX2|COL1","0.0663452524","0.8434511519","0.9721248236"
"AT1G16120","WAKL1","0.0593305559","0.8437566732","0.9723228683"
"AT3G24495","ATMSH7|MSH6-2|MSH7","-0.0301199137","0.8438133664","0.9723228683"
"AT5G03455","ACR2|ARATH;CDC25|AtACR2|CDC25","-0.0194002815","0.8439292695","0.9723228683"
"AT4G09650","ATPD|PDE332","0.0389121077","0.8445384845","0.9726169988"
"AT1G08430","ALMT1|ATALMT1","0.0606796086","0.8446400407","0.9726169988"
"AT3G17440","ATNPSN13|NPSN13","0.0158525971","0.8451646964","0.9729563153"
"AT2G34980","SETH1","-0.0303999446","0.8456614768","0.973352428"
"AT2G42810","AtPP5|PAPP5|PP5","0.0107970692","0.8462371184","0.9734876628"
"AT3G46820","TOPP5","-0.0132259541","0.8471704368","0.9740589893"
"AT1G71230","AJH2|CSN5|CSN5B","0.020643836","0.8477369671","0.9743036807"
"AT1G03430","AHP5","0.0160642626","0.8494036173","0.9750354577"
"AT1G66400","CML23","-0.0565486189","0.8500218164","0.9751877857"
"AT5G64050","ATERS|ERS|OVA3","0.0211734762","0.850277437","0.9753023628"
"AT3G25040","ERD2B","-0.0186205095","0.8505547037","0.9753741325"
"AT3G29390","RIK","-0.0186431597","0.8506297674","0.9753833847"
"AT1G70330","ENT1|ENT1,AT","0.0152299287","0.8514691713","0.9759393982"
"AT1G09140","At-SR30|ATSRP30|SR30","0.01856146","0.8515112168","0.9759393982"
"AT4G11880","AGL14|XAL2","0.1269613981","0.8518594666","0.9760692614"
"AT2G36390","BE3|SBE2.1","-0.0214510907","0.852290916","0.9762144157"
"AT3G17650","PDE321|YSL5","-0.0134001021","0.8524897618","0.9762282046"
"AT1G18670","IBS1","-0.0246947318","0.8525246463","0.9762282046"
"AT5G15840","BBX1|CO|FG","-0.0507200854","0.8541813089","0.9768092127"
"AT1G49910","BUB3.2","0.0359735414","0.8547260141","0.9771003615"
"AT4G23790","MOAT2|TBL24","-0.0215148483","0.8556198195","0.9776486152"
"AT5G20510","AL5","0.0192241022","0.8558432663","0.9777515397"
"AT3G02570","MEE31|PMI1","0.0144707171","0.856160475","0.9779864143"
"AT1G73250","ATFX|GER1","0.0142378615","0.8575027419","0.9785708955"
"AT5G25880","ATNADP-ME3|NADP-ME3","-0.0680954953","0.8577298701","0.9786725837"
"AT5G42630","ATS|KAN4","0.0364770435","0.8577790076","0.9786848548"
"AT4G34110","ATPAB2|PAB2|PABP2","-0.0131955329","0.8584879378","0.9790866447"
"AT5G17890","CHS3|DAR4","0.178425821","0.858553545","0.9790866447"
"AT3G09790","UBQ8","0.0470960389","0.8590911362","0.9792364872"
"AT3G13450","DIN4","0.0192048886","0.8591495786","0.9792364872"
"AT5G51820","ATPGMP|PGM|PGM1|STF1","0.0281147164","0.8593020762","0.9792395236"
"AT4G13950","RALFL31","0.0203746645","0.8604526009","0.9797186933"
"AT1G35620","ATPDI8|ATPDIL5-2|PDI8|PDIL5-2","-0.0138317178","0.8615778523","0.9803432584"
"AT1G03060","BCHA1|SPI","0.0148149461","0.8617167035","0.9804574969"
"AT5G59880","ADF3","0.0135429031","0.8623123887","0.9806976488"
"AT5G10600","CYP81K2","-0.0329402524","0.8632283694","0.9812414762"
"AT3G10600","CAT7","0.0580142832","0.8635290008","0.9813371869"
"AT2G44610","ATRAB6A|ATRABH1B|RAB6|RAB6A","0.0100949659","0.8641431393","0.9817725689"
"AT2G46800","ATCDF1|ATMTP1|MTP1|OZS1|ZAT|ZAT1","-0.0124547654","0.8642210473","0.9817735916"
"AT3G56980","BHLH039|bHLH39|ORG3","-0.043278063","0.8646027319","0.9818555827"
"AT3G56800","ACAM-3|CAM3","-0.0140138199","0.8649420904","0.9818566717"
"AT3G44720","ADT4","-0.0267316586","0.8652780414","0.9818566717"
"AT1G27310","NTF2A","0.0199358631","0.8660208941","0.9821241794"
"AT3G23610","DSPTP1","-0.0238420141","0.8662558668","0.9821342175"
"AT3G11730","ATFP8|ATRABD1|RABD1","-0.0166475724","0.8663103258","0.9821342175"
"AT2G17380","AP19","0.0184128552","0.8668478825","0.9824815446"
"AT1G80600","TUP5|WIN1","-0.0165009914","0.8672922805","0.982828059"
"AT1G16890","AtUBC36|UBC13B|UBC36","0.0121740102","0.8673770183","0.982828059"
"AT4G01940","AtCNFU1|NFU1","-0.0216540305","0.8679030636","0.9830747876"
"AT1G12780","ATUGE1|UGE1","0.0310888652","0.8685607482","0.9832428502"
"AT1G23260","MMZ1|UEV1A","-0.010704229","0.873325309","0.9849724782"
"AT5G18100","CSD3","0.015575298","0.8735126657","0.9849724782"
"AT5G19990","ATSUG1|RPT6A","0.0120063564","0.8743512422","0.985157471"
"AT5G26980","ATSYP41|ATTLG2A|SYP41","-0.0348893449","0.874462496","0.985157471"
"AT2G28740","HIS4","0.0272418807","0.8753383846","0.9855335422"
"AT2G46410","CPC","-0.0245124633","0.8754623658","0.9856296099"
"AT1G02840","At-SR34|ATSRP34|SR1|SR34|SRP34","-0.0131821513","0.8755278431","0.9856598059"
"AT3G51480","ATGLR3.6|GLR3.6","-0.0278732171","0.8759604585","0.985954436"
"AT5G11510","AtMYB3R4|MYB3R-4","0.022420646","0.8760215604","0.985954436"
"AT3G05530","ATS6A.2|RPT5A","-0.010073687","0.8763054235","0.9861433352"
"AT1G15570","CYCA2;3","0.0257870295","0.8764169964","0.9862068256"
"AT5G46750","AGD9","0.0253827221","0.8770563808","0.9865530086"
"AT1G50560","CYP705A25","0.0213330549","0.8771979592","0.9866252123"
"AT5G52210","ATARLB1|ATGB1|GB1","-0.0126356842","0.8772828785","0.9866336819"
"AT2G33330","PDLP3","0.0173918544","0.8775951871","0.9867364216"
"AT1G64040","TOPP3","-0.0160316216","0.8776064228","0.9867364216"
"AT4G02080","ASAR1|ATSAR2|ATSARA1C|SAR1C|SAR2","-0.0095765427","0.878021205","0.9869756111"
"AT5G66380","ATFOLT1|FOLT1","0.0408708822","0.8785294424","0.9872083083"
"AT4G04720","AtCPK21|CPK21","-0.0154698273","0.8787936087","0.9872876028"
"AT3G47500","CDF3","0.0406750168","0.8799874677","0.9881934489"
"AT5G15020","SNL2","0.014655708","0.8800775051","0.9882075139"
"AT2G43710","AtSSI2|FAB2|LDW1|SSI2","0.0127813001","0.8801718593","0.98826994"
"AT2G05170","ATVPS11|VPS11","-0.0098346239","0.8809371951","0.988693895"
"AT4G23240","CRK16","0.1144775046","0.8819614535","0.9889079675"
"AT4G27960","UBC9","-0.0139121369","0.8822792078","0.9889079675"
"AT3G19670","ATPRP40B|PRP40B","0.0128529497","0.8827436121","0.9890159884"
"AT5G04990","ATSUN1|SUN1","-0.0089231939","0.8828721293","0.9890371052"
"AT4G31370","FLA5","-0.0468567804","0.8831462923","0.9891543326"
"AT2G28100","ATFUC1|FUC1","0.0168508466","0.8832388508","0.9891543326"
"AT2G03220","ATFT1|ATFUT1|FT1|FUT1|MUR2","-0.0124211713","0.8834148965","0.9891543326"
"AT1G10290","ADL6|DRP2A","0.0105276481","0.8838745535","0.9893287227"
"AT2G28000","ARC2|CH-CPN60A|CPN60A|Cpn60alpha1|CPNA1|SLP","0.0218814508","0.8852880214","0.9895994136"
"AT4G18270","ATTRANS11|TRANS11","-0.0211308877","0.8855154506","0.9895994136"
"AT1G14510","AL7|AtAL7","-0.0065054029","0.88577764","0.9895994136"
"AT1G31930","XLG3","-0.0120975617","0.885784651","0.9895994136"
"AT3G20080","CYP705A15","0.012590187","0.88597057","0.9897187473"
"AT1G30410","ABCC12|ATMRP13|MRP13","0.0164723402","0.8868589245","0.9900578528"
"AT5G20590","TBL5","-0.0123300859","0.888115322","0.9905587892"
"AT1G56330","ATSAR1|ATSAR1B|ATSARA1B|SAR1|SAR1B","0.0139899457","0.8881824549","0.9905903348"
"AT1G80350","AAA1|ATKTN1|BOT1|ERH3|FRA2|FRC2|FRC4|FTR|KTN1|LUE1","-0.0116704699","0.8885445708","0.9907959742"
"AT2G41690","AT-HSFB3|HSFB3","-0.0549033215","0.8886131303","0.9907959742"
"AT1G07420","ATSMO1|SMO2-1","0.0122317935","0.8893681316","0.9910209499"
"AT1G28490","ATSYP61|OSM1|SYP61","0.0102831457","0.8899013718","0.9914233048"
"AT4G00850","GIF3","-0.0244319216","0.8914383784","0.9921986881"
"AT4G17060","FIP2","-0.0126821831","0.891869195","0.992374039"
"AT5G59890","ADF4|ATADF4","0.0142625869","0.8934139966","0.9931669393"
"AT3G57530","ATCPK32|CDPK32|CPK32","0.0179452385","0.8946428083","0.993845145"
"AT5G10140","AGL25|FLC|FLF|RSB6","-0.0591347797","0.8949719353","0.9939454857"
"AT1G63180","UGE3","-0.0219268847","0.8962225975","0.9946953218"
"AT3G46510","ATPUB13|PUB13","-0.0149131269","0.8963160366","0.9946953218"
"AT5G56030","AtHsp90.2|ERD8|HSP81-2|HSP81.2|HSP90.2","0.0261434793","0.8965309818","0.9946953218"
"AT1G27600","I9H|IRX9-L","-0.008332018","0.8967354951","0.9947234768"
"AT4G29210","GGT3|GGT4","0.0112929096","0.8972276347","0.9950527695"
"AT1G80380","GLYK","-0.0241318185","0.897915002","0.995342454"
"AT2G35320","ATEYA|EYA","0.0094647914","0.8979702362","0.995342454"
"AT3G29400","ATEXO70E1|EXO70E1","-0.0147145928","0.898047313","0.995342454"
"AT3G18780","ACT2|DER1|ENL2|FIZ2|LSR2","-0.0140014223","0.8984008372","0.9954306204"
"AT5G66140","PAD2","0.0092896485","0.8989590622","0.9955326964"
"AT5G09810","ACT7|AtACT7","0.0099907653","0.8989748422","0.9955326964"
"AT1G80900","ATMGT1|MGT1|MRS2-10","0.0236172735","0.899272417","0.9955993265"
"AT3G48590","ATHAP5A|HAP5A|NF-YC1","0.0126491661","0.8997393514","0.9959000686"
"AT1G55020","ATLOX1|LOX1","0.0320570663","0.9016492768","0.9969754233"
"AT4G38830","CRK26","-0.0344983882","0.90169522","0.9969829894"
"AT1G12970","PIRL3","-0.0122394125","0.901898314","0.9970069934"
"AT4G02970","AT7SL-1","-0.067351835","0.9019064682","0.9970069934"
"AT5G52240","AtMAPR5|ATMP1|MSBP1","-0.0104647906","0.9026634115","0.997150251"
"AT4G28270","ATRMA2|RMA2","-0.0245291506","0.9030541294","0.9972424763"
"AT5G42080","ADL1|ADL1A|AG68|DL1|DRP1A|RSW9","-0.01055628","0.9035476439","0.997512417"
"AT2G28160","ATBHLH029|ATBHLH29|ATFIT1|BHLH029|FIT|FIT1|FRU","-0.0289552593","0.9039632534","0.997512417"
"AT3G21160","MANIA|MNS2","-0.0086427111","0.9051713857","0.997512417"
"AT3G20670","HTA13","0.0169330501","0.9051775613","0.997512417"
"AT3G05290","AtPNC1|PNC1","0.0100338637","0.9057462178","0.997533207"
"AT1G32380","PRS2","0.0170893808","0.9063300205","0.9977673245"
"AT5G54160","AtCOMT|ATOMT1|COMT1|OMT1|OMT3","0.0139044811","0.9065197625","0.9977870425"
"AT2G35190","ATNPSN11|NPSN11|NSPN11","0.0120538472","0.9067511412","0.9978998056"
"AT3G10550","AtMTM1|MTM1","0.0092210798","0.9080972784","0.9985156907"
"AT4G10920","KELP","0.0155183995","0.9087713103","0.9988727852"
"AT1G77690","LAX3","0.0167014634","0.9101513714","0.9994569305"
"AT1G17170","ATGSTU24|GST|GSTU24","-0.0266160112","0.9101651081","0.9994569305"
"AT5G58290","RPT3","-0.0065839566","0.9105360141","0.9995314726"
"AT2G44750","TPK2","0.0109725441","0.9108906687","0.9996079307"
"AT5G60920","COB","0.0091193126","0.9116535579","0.999799674"
"AT1G28320","AtDEG15|DEG15","0.0084424265","0.9117173825","0.9998266663"
"AT5G23450","ATLCBK1|LCBK1","0.0083287541","0.9123848828","1.0"
"AT2G39890","ATPROT1|PROT1","-0.0149929296","0.912618673","1.0"
"AT1G12410","CLP2|CLPR2|EMB3146|NCLPP2","0.0093984862","0.9129241311","1.0"
"AT3G19260","LAG1|LOH2","-0.0101926186","0.913830932","1.0"
"AT5G26667","PYR6","-0.011009092","0.9140685133","1.0"
"AT1G08450","AtCRT3|CRT3|EBS2|PSL1","-0.0076217656","0.9143650803","1.0"
"AT3G24770","CLE41","-0.0180084346","0.9147155359","1.0"
"AT4G18020","APRR2|PRR2","0.0173375719","0.9148302407","1.0"
"AT1G28130","GH3.17|VAS2","-0.0171667828","0.9157898913","1.0"
"AT5G60640","ATPDI2|ATPDIL1-4|PDI2|PDIL1-4","-0.0067812025","0.9157970761","1.0"
"AT1G27770","ACA1|PEA1","0.0140970909","0.9164283186","1.0"
"AT4G22260","IM|IM1|PTOX","-0.0145022023","0.9164853012","1.0"
"AT1G32990","PRPL11","0.0169325451","0.9166523499","1.0"
"AT5G09790","ATXR5|PDE336|SDG15","-0.0114265349","0.9167947809","1.0"
"AT2G27000","CYP705A8","0.0330064003","0.9170808317","1.0"
"AT4G35630","PSAT1","0.0131751424","0.9175199845","1.0"
"AT4G36650","ATPBRP|PBRP","0.0127034088","0.9179036561","1.0"
"AT1G34120","AT5P1|AT5PTASE1|ATIP5PI|IP5PI","0.011577935","0.917910843","1.0"
"AT2G14960","GH3.1","-0.0370018528","0.917941019","1.0"
"AT2G30370","AtEPFL6|CHAL|EPFL6","0.0266469792","0.9188762508","1.0"
"AT4G37640","ACA2","0.0087187291","0.9189832545","1.0"
"AT5G41000","AtYSL4|YSL4","0.0153742597","0.9195315106","1.0"
"AT5G10230","ANN7|ANNAT7","-0.0454793501","0.9197541613","1.0"
"AT2G44350","ATCS|CSY4","-0.0076519446","0.9205309743","1.0"
"AT4G37630","CYCD5;1","0.0136193505","0.9214265915","1.0"
"AT5G05760","ATSED5|ATSYP31|SED5|SYP31","-0.0164409724","0.9215187826","1.0"
"AT5G19660","ATS1P|ATSBT6.1|S1P","0.00839155","0.9218056601","1.0"
"AT4G09680","ATCTC1|CTC1","0.0239058358","0.923639677","1.0"
"AT1G71696","SOL1","-0.0112268636","0.9236853687","1.0"
"AT2G01735","RIE1","-0.0093814786","0.9245727979","1.0"
"AT3G53520","ATUXS1|UXS1","-0.0060422255","0.924884991","1.0"
"AT5G03240","UBQ3","-0.0208239842","0.9250662804","1.0"
"AT2G35635","RUB2|UBQ7","0.0101902221","0.9252225042","1.0"
"AT5G63580","ATFLS2|FLS2","0.0536324976","0.9253547412","1.0"
"AT3G14070","ATCCX3|CAX9|CCX3","0.0196142116","0.9261067458","1.0"
"AT1G12920","ERF1-2","0.0072571095","0.9263133394","1.0"
"AT5G20720","ATCPN21|CHCPN10|CPN10|CPN20|CPN21","0.008463377","0.9284297244","1.0"
"AT2G41300","SSL1","0.0219118079","0.9290049375","1.0"
"AT2G47910","CRR6","0.0135089673","0.9290889229","1.0"
"AT4G20850","TPP2","0.0081077902","0.9294056271","1.0"
"AT1G09020","ATSNF4|KINβγ|SNF4","0.0072309913","0.9299181862","1.0"
"AT1G11890","ATSEC22|SEC22","-0.0072767756","0.9301610318","1.0"
"AT4G15850","ATRH1|RH1","0.0095293645","0.9304440115","1.0"
"AT5G37850","ATSOS4|SOS4","-0.0061209856","0.9307430571","1.0"
"AT4G02510","ATTOC159|PPI2|TOC159|TOC160|TOC86","-0.0096892611","0.9310599679","1.0"
"AT5G54380","THE1","0.0113266915","0.9315496334","1.0"
"AT1G12740","CYP87A2","-0.0215233485","0.9318968067","1.0"
"AT1G77140","ATVPS45|BEN2|VPS45","-0.0071154227","0.9319375158","1.0"
"AT2G47490","ATNDT1|NDT1","-0.0074011955","0.9323072473","1.0"
"AT2G45890","ATROPGEF4|GEF4|RHS11|ROPGEF4","0.0239870334","0.9332071435","1.0"
"AT3G03090","AtVGT1|VGT1","0.0144849196","0.9335222301","1.0"
"AT4G21400","CRK28","0.0130345221","0.9339479268","1.0"
"AT3G13445","TBP1|TFIID-1","-0.0067963187","0.9345001223","1.0"
"AT4G11830","PLDGAMMA2","0.0171154304","0.9349402197","1.0"
"AT2G26330","ER|QRP1","-0.0248163731","0.9360290751","1.0"
"AT2G23150","ATNRAMP3|NRAMP3","0.0085850461","0.9361492879","1.0"
"AT4G33520","AtHMAC6|AtHMP38|HMA6|PAA1|PCH1","0.0083542328","0.9365114157","1.0"
"AT1G08370","ATDCP1|DCP1","0.0054480623","0.9370124994","1.0"
"AT4G00570","NAD-ME2","0.0068327759","0.9370239246","1.0"
"AT1G10950","AtTMN1|EMP12|TMN1","-0.0042968896","0.9374108442","1.0"
"AT5G11300","CYC2BAT|CYC3B|CYCA2;2","0.0102615125","0.937976934","1.0"
"AT4G23190","AT-RLK3|CRK11","-0.0173155643","0.9380157195","1.0"
"AT2G24050","eIFiso4G2","0.009473153","0.9380773979","1.0"
"AT4G17600","LIL3:1","0.0228093842","0.9381097291","1.0"
"AT2G13650","GONST1","0.0079724596","0.9392686414","1.0"
"AT2G40880","ATCYSA|CYSA|FL3-27","-0.0189160275","0.9407095906","1.0"
"AT4G38240","CGL|CGL1|GNTI","-0.0046231412","0.9407707479","1.0"
"AT4G20890","TUB9","-0.0051773837","0.9412710619","1.0"
"AT3G06960","PDE320|TGD4","-0.0061384369","0.9419211545","1.0"
"AT3G09350","Fes1A","0.0133727574","0.9424975115","1.0"
"AT1G70730","PGM2","-0.0065961346","0.9427262326","1.0"
"AT1G70230","AXY4|TBL27","0.0107099424","0.9428529283","1.0"
"AT4G25350","SHB1","0.0148411512","0.9435591887","1.0"
"AT4G10960","UGE5","0.0142536607","0.9436319384","1.0"
"AT5G36870","ATGSL09|atgsl9|gsl09|GSL09","0.0264560308","0.9437887153","1.0"
"AT2G26700","AGC1-10|PID2","-0.0119725612","0.9443583555","1.0"
"AT1G02970","ATWEE1|WEE1","-0.0142029102","0.9445333773","1.0"
"AT2G38060","PHT4;2","0.0178619643","0.9447479596","1.0"
"AT3G03450","RGL2","0.0184653515","0.945939959","1.0"
"AT5G54110","ATMAMI|MAMI","-0.0070678533","0.9459557504","1.0"
"AT3G61710","ATATG6|AtBECLIN1|ATG6|BECLIN1","0.0047836223","0.9460421128","1.0"
"AT1G06970","ATCHX14|CHX14","-0.0288880373","0.9460820297","1.0"
"AT4G11840","PLDGAMMA3","-0.0075798715","0.9467065568","1.0"
"AT5G55130","CNX5|SIR1","-0.0043564998","0.9472951111","1.0"
"AT1G15080","ATLPP2|ATPAP2|LPP2","0.0107577416","0.9474039909","1.0"
"AT1G06520","ATGPAT1|GPAT1|sn-2-GPAT1","0.0240819776","0.947647232","1.0"
"AT1G19670","ATCLH1|ATHCOR1|CLH1|CORI1","-0.0458169332","0.9492868643","1.0"
"AT3G59920","ATGDI2|GDI2","-0.0037564701","0.9496133558","1.0"
"AT4G23290","CRK21","-0.0458212478","0.9496781522","1.0"
"AT1G16710","HAC12","-0.0045027617","0.950055375","1.0"
"AT1G64060","ATRBOH|ATRBOHF|RBOH|RBOHAP108|RBOHF","0.0089224225","0.9501330773","1.0"
"AT4G16280","FCA","-0.0076308367","0.9521521477","1.0"
"AT1G75520","SRS5","-0.0415586943","0.9521609166","1.0"
"AT2G19990","PR-1-LIKE|PRH1","-0.0458196972","0.9526234969","1.0"
"AT3G11220","AtELP4|ELO1","-0.0098056513","0.9530916271","1.0"
"AT3G23000","ATSR2|ATSRPK1|CIPK7|PKS7|SnRK3.10","0.0059695102","0.9536379829","1.0"
"AT2G01420","ATPIN4|PIN4","-0.0097352427","0.953931161","1.0"
"AT5G23670","LCB2","-0.0031173679","0.9540203572","1.0"
"AT3G20550","DDL","-0.0057169794","0.9542936949","1.0"
"AT1G71800","CSTF64","0.0041764395","0.9546712387","1.0"
"AT5G12030","AT-HSP17.6A|HSP17.6|HSP17.6A","-0.0458136618","0.9547196103","1.0"
"AT1G09630","ATRAB-A2A|ATRAB11C|ATRABA2A|RAB-A2A|RAB11c","0.0056379771","0.9551286168","1.0"
"AT2G29440","ATGSTU6|GST24|GSTU6","-0.0108255415","0.9556156311","1.0"
"AT2G23600","ACL|ATME8|ATMES2|ME8|MES2","0.012775837","0.9572499701","1.0"
"AT3G55030","PGPS2","-0.0045417089","0.9573634976","1.0"
"AT1G14790","AtRDR1|ATRDRP1|RDR1","0.0072252508","0.957445109","1.0"
"AT1G25540","MED25|PFT1","-0.0039164935","0.9575795408","1.0"
"AT5G66210","CPK28","-0.0061121903","0.9577441141","1.0"
"AT1G48240","ATNPSN12|NPSN12","0.0056905425","0.9583354804","1.0"
"AT2G29480","ATGSTU2|GST20|GSTU2","-0.0060070569","0.9604224911","1.0"
"AT3G42790","AL3","0.0032678573","0.9606191942","1.0"
"AT1G30270","ATCIPK23|CIPK23|LKS1|PKS17|SnRK3.23","-0.0045327276","0.9616332428","1.0"
"AT3G09260","BGLU23|LEB|PSR3.1|PYK10","0.0155262528","0.9618984801","1.0"
"AT5G50680","ATSAE1B|SAE1B","-0.0182393486","0.9621449878","1.0"
"AT1G20010","TUB5","0.0064199002","0.9622495968","1.0"
"AT2G37860","LCD1|RE","0.0046238354","0.9624346825","1.0"
"AT3G29160","AKIN11|ATKIN11|KIN11|SNRK1.2","0.0028323202","0.9629798234","1.0"
"AT1G47870","ATE2F2|ATE2FC|E2FC","-0.0055067365","0.9631026929","1.0"
"AT3G15620","UVR3","-0.0085447608","0.9635866982","1.0"
"AT2G15370","ATFUT5|FUT5","0.0164117625","0.9640766806","1.0"
"AT4G32940","AEP3|AtLEG|GAMMA-VPE|GAMMAVPE|LEG","-0.0063452359","0.964841808","1.0"
"AT1G16160","WAKL5","-0.0086365201","0.9648819202","1.0"
"AT3G18100","AtMYB4R1|MYB4R1","-0.0047689649","0.9660789126","1.0"
"AT5G02150","Fes1C","-0.0062901536","0.9675182385","1.0"
"AT3G09270","ATGSTU8|GSTU8","-0.0216098712","0.9679572916","1.0"
"AT5G55240","ATPXG2","-0.0458053048","0.9683541789","1.0"
"AT5G64740","CESA6|E112|IXR2|PRC1","-0.0027798266","0.9685585995","1.0"
"AT1G01620","PIP1;3|PIP1C|TMP-B","0.0058939372","0.9688513743","1.0"
"AT1G47240","ATNRAMP2|NRAMP2","0.0038579767","0.9690731163","1.0"
"AT3G29100","ATVTI13|VTI13","-0.0053525078","0.9699435827","1.0"
"AT1G69370","AtCM3|cm-3|CM3","0.0037847504","0.9705757207","1.0"
"AT1G56450","PBG1","-0.0031460495","0.9707510636","1.0"
"AT5G27150","AT-NHX1|ATNHX|ATNHX1|NHX1","-0.0034544217","0.9709952922","1.0"
"AT4G16370","ATOPT3|OPT3","-0.0087469429","0.9711281235","1.0"
"AT1G21640","ATNADK2|NADK2","0.0034345395","0.9712490628","1.0"
"AT1G75840","ARAC5|ATGP3|ATROP4|ROP4","-0.0026046253","0.9712739358","1.0"
"AT1G75780","TUB1","0.0078158893","0.9723133616","1.0"
"AT3G21280","UBP7","-0.0030630479","0.9731538437","1.0"
"AT2G16770","AtbZIP23|bZIP23","-0.0047722264","0.9736759017","1.0"
"AT5G57360","ADO1|FKL2|LKP1|ZTL","0.0027852298","0.9749648239","1.0"
"AT1G50360","ATVIIIA|VIIIA","-0.0027417662","0.9752792843","1.0"
"AT2G25140","CLPB-M|CLPB4|HSP98.7","0.0039392838","0.9753132002","1.0"
"AT2G36250","ATFTSZ2-1|FTSZ2-1","-0.0028133708","0.9755653304","1.0"
"AT3G16110","ATPDI4|ATPDIL1-6|PDI4|PDIL1-6","-0.0032053652","0.975929315","1.0"
"AT5G02560","h2a.w.12|HTA12","-0.0043621696","0.9761419146","1.0"
"AT5G48810","ATB5-B|ATCB5-D|B5|CB5-D|CYTB5-B","-0.0024460412","0.9761954561","1.0"
"AT3G59380","ATFTA|FTA|PFT/PGGT-IALPHA|PLP","-0.0022074456","0.9765618956","1.0"
"AT1G80190","PSF1","-0.0066216183","0.9770248667","1.0"
"AT4G24770","ATRBP31|ATRBP33|CP31|CP33a|RBP31","0.0038656868","0.9778594534","1.0"
"AT4G39850","ABCD1|ACN2|AtABCD1|CTS|PED3|PXA1","-0.0021475874","0.9781779176","1.0"
"AT2G38140","PSRP4","0.0035935033","0.9785236854","1.0"
"AT3G17590","BSH|CHE1","0.0025477133","0.9794450531","1.0"
"AT1G26630","ATELF5A-2|ELF5A-2|FBR12","-0.0018165273","0.9798068831","1.0"
"AT5G09660","PMDH2","0.0073283584","0.9803635751","1.0"
"AT4G11090","MOAT1|TBL23","0.0021458048","0.9810566925","1.0"
"AT1G64350","SEH1H","-0.0016970529","0.9813654295","1.0"
"AT5G26820","ATIREG3|IREG3|MAR1|RTS3","0.0027278716","0.9814658245","1.0"
"AT5G22940","F8H","-0.0028903189","0.9822904725","1.0"
"AT4G08390","SAPX","-0.0036288087","0.9823809057","1.0"
"AT5G55930","ATOPT1|OPT1","-0.0068490166","0.9830058353","1.0"
"AT1G73660","M3Kδ6|SIS8","0.0035983699","0.9830583752","1.0"
"AT2G30070","ATKT1|ATKT1P|ATKUP1|KT1|KUP1","0.0031651903","0.9831776739","1.0"
